Business Id,Name,Address,City,Postal Code,State,Latitude,Longitude,Review Count,Stars,Categories,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Alcohol,Ambience,Bike Parking,Business Accepts Credit Cards,Business Parking,Dietary Restrictions,Dogs Allowed,Drive Thru,Good For Kids,Good For Meal,Happy Hour,Has TV,Music,Noise Level,Outdoor Seating,Restaurants Attire,Restaurants Delivery,Restaurants Good For Groups,Restaurants Reservations,Restaurants Table Service,Restaurants Take Out,RestaurantsPriceRange2,Smoking,Wheelchair Accessible,Wi Fi
rFunuOeDPsZol-5MhwVjww,So Cal Pest Control,27 W Anapamu St,Santa Barbara,93101,CA,34.4224525,-119.7049972,21,5,"Landscaping, Home Services, Local Services, Pest Control",7:30-17:0,7:30-17:0,7:30-17:0,7:30-17:0,7:30-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
9YRhdhl2XHyeOuuTik8qsw,Hazelwood Allied Moving and Storage,1222 Cravens Ln,Carpinteria,93013,CA,34.4064969,-119.5389711,6,5,"Shopping, Home Services, Movers, Local Services, Self Storage, Packing Supplies",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
O-iEF0fKfUcgRi1193IoeA,Goldway Window Cleaning,,Santa Barbara,93160,CA,34.43,-119.8,5,5,"Window Washing, Gutter Services, Home Services, Pressure Washers",0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
xnmL8TiJ4GT3pT7SF4BpWg,Vita-Bella Photography,1233-B State St,Santa Barbara,93101,CA,34.4240234,-119.7057502,9,5,"Event Planning & Services, Photographers",,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
33EdzAoT17AMgu7Uzvwz_A,United Drain & Sewer Service,3857 Pemm Pl,Santa Barbara,93110,CA,34.4502932,-119.7491414,18,5,"Contractors, Plumbing, Home Services",8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
Ygjm8DI291yE05TrRwyXlg,Lice Rescue,,Santa Barbara,93107,CA,34.42,-119.7,6,5,"Lice Services, Health & Medical",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
UWEut1lSqVHUwGpAOLH5fA,Nargan Fire & Safety Company,629 Firestone Rd,Goleta,93117,CA,34.432643,-119.83821,6,5,"Fire Protection Services, Home Services, Local Services",,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
6kmexpuivgntmonKoE66eQ,"Robert A Scott, DDS","122 S Patterson Ave, Ste 103",Santa Barbara,93111,CA,34.4377119,-119.808172,6,5,"Dentists, Oral Surgeons, General Dentistry, Health & Medical, Cosmetic Dentists",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-15:0,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
FulJcD87UMj77cThpfaVLA,Raymond J Johansen DMD,"601 E Arrellaga St, Ste 202",Santa Barbara,93103,CA,34.4341269,-119.702626,6,5,"Health & Medical, Dentists, Periodontists, General Dentistry, Cosmetic Dentists, Endodontists",8:0-17:0,8:0-17:0,8:0-12:0,8:0-17:0,8:0-12:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
cS_pPGztgq9Z8uToGTrCjA,The Whitten Method,"1235 Coast Village Rd, Ste I",Santa Barbara,93108,CA,34.4207846,-119.6429065,11,5,"Naturopathic/Holistic, Chiropractors, Doctors, Health & Medical, Nutritionists",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,10:0-19:0,10:0-19:0,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
Jal5QUGEYu7LChOT-8cbLQ,"Thomas Blake, DDS","1515 State St, Ste 1",Santa Barbara,93101,CA,34.42647975,-119.7090308,23,5,"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry",8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:30,8:0-15:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
pSpwHYc5vDSHFTAMUZJ5mw,Weiser & Grant Dentistry,1511 State St,Santa Barbara,93101,CA,34.426293,-119.7089167,7,5,"Cosmetic Dentists, Health & Medical, Dentists, Sleep Specialists, General Dentistry, Oral Surgeons",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
s463h_jkeLOe_eqDfJjdOw,"Justina Pham, DDS","2780 State St, Ste 12",Santa Barbara,93105,CA,34.439432,-119.723549,15,5,"Oral Surgeons, General Dentistry, Health & Medical, Dentists, Cosmetic Dentists",8:0-17:0,8:0-17:0,8:0-13:0,8:0-17:0,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
21iAKJxAt04nIemJwMLejg,Platinum Movers,"965 Miramonte Dr, Ste 3",Santa Barbara,93109,CA,34.40890802,-119.71291,68,5,"Home Services, Packing Services, Self Storage, Local Services, Movers",8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
I3jtLXX0p7RjVFDLTTDCyg,Santa Barbara Home Inspector,"3905 State St, Ste 7346",Santa Barbara,93105,CA,34.440263,-119.7514349,13,5,"Home Services, Home Inspectors",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
ftRxCwgXdrN-v5Q6_l53DQ,Atwill Pilates,22 East Victoria St,Santa Barbara,93101,CA,34.4246783,-119.704889,8,5,"Fitness & Instruction, Active Life, Pilates",,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
3Ekl1I4xBRR3Yf2hBqQFhQ,Tint Works Window Tinting,232 S Fairview Ave,Santa Barbara,93117,CA,34.43579542,-119.8305151,63,5,"Auto Glass Services, Auto Customization, Automotive, Home Services, Home Window Tinting, Car Window Tinting",9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
1yHVhLOZJ7Ad-UmDQfjEiw,"Robertson A Sean, DDS","2780 State St, Ste 1",Santa Barbara,93105,CA,34.43851849,-119.7242835,9,5,"Dentists, Health & Medical, Endodontists, Oral Surgeons",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
I9CcUo955h_e_coV3CHVlA,"John D McCaffery,MD","5333 Hollister Ave, Ste155",Santa Barbara,93111,CA,34.4347225,-119.8105678,13,3,"Ear Nose & Throat, Otologists, Health & Medical, Doctors",0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
N1a8VpnoRUJhBEPy1AquHQ,Southern California Reproductive Center,"1722 State St, Ste 203",Santa Barbara,93101,CA,34.428917,-119.711411,24,3.5,"Health & Medical, Doctors, Fertility, Medical Centers, Obstetricians & Gynecologists",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
JZ1Vlmi-uGN8w5JNXEeHMw,Santa Barbara Travel,1028 State St,Santa Barbara,93101,CA,34.422337,-119.702606,15,4.5,"Travel Agents, Travel Services, Airlines, Hotels & Travel, Event Planning & Services, Transportation, Boat Charters",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
ZDsoUrxSHyaLhO9os1ubpQ,Richard D.Kahmann MD,2324 Bath St,Santa Barbara,93105,CA,34.4313234,-119.7228703,6,4.5,"Doctors, Sports Medicine, Orthopedists, Health & Medical, Spine Surgeons",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
sO69TdbqFVPQg1h05aTuBw,Imagine X Functional Neurology,"125 E De La Guerra St, Ste 203",Santa Barbara,93101,CA,34.421664,-119.6977488,41,4.5,"Neurologist, Doctors, Chiropractors, Health & Medical, Nutritionists, Naturopathic/Holistic",10:0-13:30,10:0-18:30,10:0-18:30,10:0-18:30,9:0-16:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
W2oMXNZlcY0ZJCLA_Sn61g,Ian's Tire and Auto Repair,4299 1/2 State St,Santa Barbara,93110,CA,34.44029189,-119.766984,139,4.5,"Automotive, Tires, Auto Repair, Oil Change Stations",0:0-0:0,8:0-17:0,8:0-17:0,8:0-12:0,8:0-17:0,8:0-13:0,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
s4ejvWCkWpTuGjNtkpQbSw,Sunshine Auto Spa & Mobile Detailing,402 N Nopal St,Santa Barbara,93103,CA,34.42454775,-119.685209,72,4.5,"Automotive, Home Services, Pressure Washers, Car Wash, Windshield Installation & Repair, Auto Glass Services, Vehicle Wraps, Auto Detailing, Car Window Tinting",0:0-0:0,8:0-17:0,8:0-17:0,8:0-14:0,8:0-17:0,8:0-17:0,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
lTCoYu00AUV0SHxOa-XXBw,The Narrative Loft,"1 N Calle Cesar Chavez, Ste 240",Santa Barbara,93103,CA,34.4179633,-119.6834139,50,5,"Photographers, Event Planning & Services, Professional Services, Venues & Event Spaces, Web Design, Session Photography, Video/Film Production",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
9O0UA5d3UbaxINZq_qQL6Q,"Mehryar Ray Taban, MD","2320 Bath St, Ste 301",Santa Barbara,93105,CA,34.4308935,-119.7221614,17,5,"Doctors, Cosmetic Surgeons, Ophthalmologists, Health & Medical",8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
PNPg8vAhDWl6unwlP5LCvA,R&R Motorworks,"336 S Fairview Ave, Ste A",Goleta,93117,CA,34.4344193,-119.8303507,49,5,"Automotive, Oil Change Stations, Auto Repair, Auto Customization, Tires",0:0-0:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
JM_wvyPhvlCG_rQD0rXCkw,Laurie Bailey Photography,149 Alpine Dr,Goleta,93117,CA,34.4381115,-119.8850682,6,5,"Event Planning & Services, Photographers",7:30-19:30,7:30-19:30,7:30-19:30,7:30-19:30,7:30-19:30,7:30-19:30,7:30-19:30,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
aSu-8XbZwhqe9-DVwdQ3GQ,HP Autosport,706 Kimball Ave,Santa Barbara,93103,CA,34.4190364,-119.6800251,35,5,"Auto Parts & Supplies, Transmission Repair, Automotive, Auto Repair, Auto Customization, Tires",0:0-0:0,8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
KuJk57adEjp4JP01ZAkQvw,Santa Barbara Autowerks,515 Fig Ave,Santa Barbara,93101,CA,34.4164219,-119.6968486,79,5,"Auto Parts & Supplies, Auto Repair, Automotive, Transmission Repair",0:0-0:0,8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:30,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
b59bPKMJFeR26CNaCMP1eA,EZ Automotive,808 E Cota St,Santa Barbara,93103,CA,34.42628202,-119.6873133,58,5,"Auto Glass Services, Oil Change Stations, Auto Repair, Automotive",0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'free'
1PdNNw8t1puMQ3qL-4VjtQ,The Talk Of The Town,"220 West Carillo St, Ste 8",Santa Barbara,93101,CA,34.419084,-119.7049796,26,5,"Hair Loss Centers, Hair Removal, Threading Services, Shopping, Hair Salons, Nail Salons, Hair Extensions, Beauty & Spas, Eyelash Service, Wigs",9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,,,,,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,u'free'
wfnNbsSD9e9z7J0Az2ntrg,Pathway Dental Group - Santa Barbara,"1919 State St, Ste 102",Santa Barbara,93101,CA,34.4302458,-119.7143244,61,3,"Oral Surgeons, Health & Medical, Dentists, Cosmetic Dentists, General Dentistry",9:0-18:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-13:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'no'
Pn8De1oaG2RzlhJYhBYkqg,MICHAEL & ANNA COSTA PHOTOGRAPHY,1323 Olive St,Santa Barbara,93101,CA,34.429833,-119.701185,41,5,"Session Photography, Event Planning & Services, Photographers, Event Photography",9:30-19:30,9:30-19:30,9:30-19:30,9:30-19:30,9:30-19:30,10:30-17:0,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'no'
tagYDDu5iUAdOqIp8uGuHg,Pixel Images Photo Booth,,Santa Barbara,93102,CA,34.4216024,-119.698259,11,5,"Wedding Planning, Photographers, Photo Booth Rentals, Event Planning & Services",9:0-3:0,9:0-3:0,9:0-3:0,9:0-3:0,9:0-3:0,9:0-3:0,9:0-3:0,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'no'
YtnKpkxBxaavykcW9PHMCA,Nova Spa,312 Ellwood Beach Dr,Goleta,93117,CA,34.4273602,-119.885362,20,5,"Car Wash, Automotive, Auto Detailing",0:0-0:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-12:0,8:0-17:0,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'no'
LhZLFQDA2EY4X9X8HjnU3A,Quality Wash & Detail,,Carpinteria,93013,CA,34.3988838,-119.5184564,7,5,"Auto Glass Services, Automotive, Auto Detailing, Car Wash",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'no'
wlkwDTzSlUl36iPt7v3yGA,Thrive Studios Chiropractic,"200 N La Cumbre Rd, Ste A",Santa Barbara,93119,CA,34.4423526,-119.7508149,8,5,"Health & Medical, Chiropractors",9:0-13:0,14:0-18:0,9:0-13:0,14:0-18:0,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'no'
DFEfjbZSMgXoft88GXZM1Q,Silk Road Transportation and Wine Tours,,Santa Barbara,93101,CA,34.420334,-119.7107494,51,5,"Airports, Transportation, Event Planning & Services, Party Bus Rentals, Tours, Wine Tours, Limos, Hotels & Travel, Town Car Service, Airport Shuttles",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'no'
V4zFdsULzaRFJmOyQsiH_Q,Ally Detail,,Santa Barbara,93105,CA,34.4208305,-119.6981901,155,5,"Auto Detailing, Car Window Tinting, Auto Glass Services, Auto Repair, Automotive, Body Shops",0:0-0:0,7:0-6:0,7:0-6:0,7:0-6:0,7:0-6:0,7:0-6:0,10:0-6:0,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'no'
LcVNHE2Y6Ag1ohTkK6aHQQ,Open Air Photobooth,,Santa Barbara,93103,CA,34.433094,-119.6817845,31,5,"Event Planning & Services, Photo Booth Rentals, Event Photography, Photographers",0:0-0:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'no'
stHEx6sJ7Y_94dOTlMA9vA,The Grease Monkey,526 Anacapa St,Santa Barbara,93101,CA,34.4187173,-119.6950684,8,5,"Auto Repair, Oil Change Stations, Automotive, Auto Customization, Transmission Repair, Body Shops",0:0-0:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,u'paid'
75dEaZ5rfxHEQ-9Es1bsgQ,Back to Health Chiropractic and Wellness,"1900 State St, Ste H",Santa Barbara,93101,CA,34.4301706,-119.7134193,9,4.5,"Health & Medical, Physical Therapy, Chiropractors, Doctors, Weight Loss Centers, Nutritionists",9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,,,,,,TRUE,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,u'no',,u'no'
nfUpdKZ1mYnIGDe1v_9GhQ,ABS Glass,12 W Cota St,Santa Barbara,93101,CA,34.4177153,-119.6976481,33,3.5,"Home & Garden, Home Services, Automotive, Auto Parts & Supplies, Home Decor, Windows Installation, Auto Glass Services, Glass & Mirrors, Shopping",0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-12:0,,,,,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,1,,,u'free'
Xeb5FllH09BczAcZLfpRgw,Benefit Brow Bar at Ulta,7000 Marketplace Dr,Goleta,93117,CA,34.4294669,-119.871817,17,4,"Shopping, Hair Removal, Makeup Artists, Cosmetics & Beauty Supply, Skin Care, Beauty & Spas",10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,11:0-18:0,,,,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,2,,,
SpJltehJ2cu11kDYXMFNNg,About Face Make Up Artistry,"1129 State St, Ste 26",Santa Barbara,93101,CA,34.4230155,-119.7042746,8,4.5,"Shopping, Makeup Artists, Skin Care, Beauty & Spas, Cosmetics & Beauty Supply",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,TRUE,,,,,,,,,,,,,,,,,,2,,,
tf6S06LD09IFDHUpOPqPaw,East Beach Tacos,226 S Milpas St,Santa Barbara,93103,CA,34.41888943,-119.6754105,856,4.5,"Korean, Restaurants, American (New), Mexican, Tacos, Nightlife, Fast Food, Bars",11:0-19:0,11:0-19:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,'beer_and_wine',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,TRUE,FALSE,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",FALSE,TRUE,"{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",u'loud',TRUE,'casual',None,TRUE,FALSE,FALSE,None,2,u'outdoor',,'no'
5uNCvNy9L6peKeKP1RRPyg,Saigon Vietnamese Restaurant,"1230 State St, Unit A",Santa Barbara,93101,CA,34.4242954,-119.7053091,374,3.5,"Vietnamese, Restaurants, Bars, Seafood, Wine Bars, Vegetarian, Nightlife, Noodles",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,u'beer_and_wine',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",TRUE,TRUE,"{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': False}",,,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",TRUE,TRUE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",u'average',TRUE,'casual',None,TRUE,TRUE,TRUE,None,2,u'no',,u'no'
6EizP0XyqITuGZ8GZMI9Lw,Toma Restaurant & Bar,324 West Cabrillo Blvd,Santa Barbara,93101,CA,34.408633,-119.693496,1084,4.5,"American (New), Italian, Bars, Restaurants, Nightlife, Food, Beer, Wine & Spirits",17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0,u'full_bar',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",TRUE,FALSE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",u'average',TRUE,u'casual',None,FALSE,TRUE,TRUE,TRUE,3,u'no',TRUE,u'no'
IRyKDIF51M0GcqS8yfPcYA,Mesa Cafe,1972 Cliff Dr,Santa Barbara,93109,CA,34.4022202,-119.7228003,374,4,"Restaurants, Bars, Breakfast & Brunch, American (Traditional), Nightlife",7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,u'full_bar',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",TRUE,TRUE,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",,TRUE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",u'average',TRUE,'casual',TRUE,TRUE,TRUE,,TRUE,2,,,u'free'
eX7o_-s5TmDT-DMfTV4cmw,Luckys Steakhouse,1279 Coast Village Rd,Montecito,93108,CA,34.42123946,-119.6410275,387,4,"Restaurants, Seafood, Nightlife, Steakhouses, Bars, American (Traditional), Cocktail Bars, Wine Bars",16:30-21:0,16:30-21:0,16:30-21:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-21:0,'full_bar',"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",,FALSE,,TRUE,"{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",FALSE,TRUE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}",u'average',TRUE,u'dressy',TRUE,TRUE,TRUE,,TRUE,4,u'outdoor',,u'no'
sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,3825 State St,Santa Barbara,93105,CA,34.438119,-119.748456,197,3.5,"Bars, Burgers, Restaurants, Nightlife, Sports Bars, American (New)",0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,10:0-21:0,'full_bar',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,FALSE,FALSE,TRUE,"{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}",TRUE,TRUE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",u'average',TRUE,'casual',TRUE,TRUE,TRUE,TRUE,TRUE,2,,,'free'
SeneXbKmhHhPtzyTDPDnvA,Sam's To Go - Isla Vista,6560 Pardall Rd,Isla Vista,93117,CA,34.413137,-119.8566658,135,4,"Bars, American (New), Sandwiches, Nightlife, Beer Bar, Restaurants",9:0-22:30,9:0-22:30,9:0-22:30,9:0-22:30,9:0-22:30,9:0-22:30,9:0-22:30,u'beer_and_wine',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,TRUE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",TRUE,TRUE,"{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}",u'average',TRUE,u'casual',TRUE,TRUE,FALSE,,TRUE,1,u'no',,u'no'
PNVbv2kyUIHeJTDPis2gRg,Los Agaves,7024 Market Pl Dr,Goleta,93117,CA,34.42953283,-119.8722388,460,4,"Bars, Mexican, Nightlife, Restaurants",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,u'beer_and_wine',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",TRUE,TRUE,"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",,,None,TRUE,"{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}",FALSE,TRUE,{'dj': False},'average',TRUE,u'casual',TRUE,TRUE,FALSE,FALSE,TRUE,2,u'no',,'no'
uZYBF0YTU_iKq4_L_PDtMQ,Zaytoon,209 E Canon Perdido St,Santa Barbara,93101,CA,34.4230232,-119.6981912,1168,4,"Restaurants, Middle Eastern, Bars, Nightlife, Mediterranean, Lebanese",,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:0,17:0-20:0,u'full_bar',"{u'divey': False, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': True, u'classy': None, u'upscale': False}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,FALSE,,FALSE,"{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",FALSE,FALSE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",u'average',TRUE,'casual',TRUE,TRUE,TRUE,TRUE,TRUE,2,,,u'free'
CoZ2mpsMBP8HUG1ymKoZTg,Opal Restaurant & Bar,1325 State St,Santa Barbara,93101,CA,34.4247634,-119.7067564,954,4,"Seafood, American (New), Sandwiches, Steakhouses, Restaurants, Bars, Nightlife",17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0,'full_bar',"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",TRUE,TRUE,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,TRUE,TRUE,TRUE,"{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",,FALSE,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",u'average',TRUE,u'dressy',TRUE,TRUE,TRUE,TRUE,TRUE,2,u'no',TRUE,u'free'
